case_id,category,channel,region,complexity,vulnerable_customer,fraud_signal,missing_information,negative_sentiment,order_value_gbp,days_since_purchase,requires_human,retrieval_correct,escalation_predicted,approval_required,tool_write_attempted,unauthorized_write,baseline_minutes,assisted_minutes,baseline_fcr,assisted_fcr,baseline_policy_adherent,assisted_policy_adherent,baseline_reopened,assisted_reopened
AST-00513,damaged_item,phone,midlands,medium,False,True,False,False,50.34,73,True,True,True,True,True,False,22.01,14.95,True,True,False,True,False,False
AST-00514,change_of_mind,email,south,high,False,False,True,True,59.81,18,False,True,False,False,False,False,30.22,19.83,True,True,False,True,False,False
AST-00515,warranty,email,london,low,False,False,False,True,63.07,26,True,True,True,True,False,False,17.13,11.14,True,True,False,True,False,False
AST-00516,late_delivery,chat,london,low,False,False,False,False,91.97,19,False,True,False,False,False,False,12.99,6.29,True,True,True,True,False,False
AST-00517,late_delivery,email,south,low,False,True,False,False,12.94,26,True,True,True,True,False,False,21.15,13.88,True,True,True,True,False,False
AST-00518,warranty,email,london,low,False,False,False,False,70.65,11,True,True,True,True,False,False,13.79,9.61,True,True,True,True,False,False
AST-00519,damaged_item,chat,london,medium,False,False,False,False,23.9,28,False,True,False,False,True,False,21.04,12.54,True,False,True,True,False,True
AST-00520,change_of_mind,chat,london,medium,True,False,False,False,24.11,20,True,True,True,True,False,False,16.43,10.95,False,True,False,True,True,False
AST-00521,missing_refund,email,south,high,False,False,False,False,40.55,20,False,True,False,False,True,False,24.69,17.12,False,True,True,True,True,False
AST-00522,late_delivery,chat,south,medium,False,False,False,False,40.09,28,False,True,False,False,False,False,19.75,10.55,True,True,True,True,False,False
AST-00523,warranty,email,midlands,low,False,False,False,False,119.27,27,True,True,True,True,False,False,18.93,13.16,True,True,True,True,False,False
AST-00524,damaged_item,chat,midlands,low,False,True,False,False,154.82,28,True,True,True,True,True,False,11.51,9.07,True,True,True,True,False,False
AST-00525,late_delivery,phone,north,low,False,False,False,True,46.98,34,False,True,True,True,False,False,16.32,12.05,True,True,False,True,False,False
AST-00526,warranty,phone,london,high,True,False,False,True,74.63,5,True,True,True,True,False,False,25.3,18.79,False,True,False,True,True,False
AST-00527,wrong_item,email,midlands,high,False,False,True,False,27.06,34,False,True,False,False,True,False,26.5,18.53,True,True,True,True,False,False
AST-00528,missing_refund,chat,south,medium,False,False,False,True,29.57,27,False,True,False,False,True,False,26.11,13.92,False,True,False,True,True,False
AST-00529,warranty,chat,south,medium,False,False,False,False,48.0,31,True,True,True,True,False,False,18.01,13.3,True,True,True,True,False,False
AST-00530,warranty,email,midlands,medium,False,False,False,False,17.94,74,True,True,True,True,False,False,18.25,12.44,True,True,True,True,False,False
AST-00531,missing_refund,phone,midlands,low,False,False,False,False,72.41,28,False,True,False,False,True,False,10.73,6.26,True,True,True,True,False,False
AST-00532,late_delivery,email,london,low,False,False,False,False,28.24,49,False,True,False,False,False,False,12.13,7.8,True,True,True,True,False,False
AST-00533,missing_refund,email,south,low,False,False,False,False,64.07,27,False,True,False,False,True,False,14.57,6.72,False,True,True,True,True,False
AST-00534,damaged_item,chat,south,medium,False,False,False,True,143.74,54,False,True,False,True,True,False,19.15,12.89,False,False,True,True,True,True
AST-00535,damaged_item,chat,london,low,False,False,False,False,68.32,41,False,True,False,False,True,False,8.9,4.31,True,False,True,True,False,True
AST-00536,late_delivery,chat,midlands,low,False,True,False,True,47.75,13,True,True,True,True,False,False,19.47,12.05,True,True,True,True,False,False
AST-00537,missing_refund,phone,london,low,False,False,False,False,49.01,29,False,True,False,False,True,False,14.36,8.77,True,True,True,True,False,False
AST-00538,wrong_item,email,north,medium,False,False,False,True,107.5,25,False,True,False,True,True,False,19.88,12.41,False,True,True,True,True,False
AST-00539,late_delivery,phone,london,medium,True,False,False,False,43.38,6,True,True,False,False,False,False,14.28,8.33,False,True,True,True,True,False
AST-00540,change_of_mind,chat,midlands,low,False,False,False,False,67.62,11,False,True,False,False,False,False,14.72,7.48,True,True,False,True,False,False
AST-00541,wrong_item,chat,south,low,False,False,False,False,12.09,19,False,True,False,False,True,False,16.61,9.2,True,True,True,True,False,False
AST-00542,warranty,email,north,low,False,False,False,False,248.9,19,True,True,True,True,False,False,13.27,7.71,True,True,True,True,False,False
AST-00543,change_of_mind,email,midlands,high,False,True,True,False,36.21,62,True,True,True,True,False,False,26.57,20.21,True,True,True,True,False,False
AST-00544,damaged_item,chat,north,high,False,False,False,True,36.42,8,False,True,False,False,True,False,30.76,20.69,True,True,True,True,False,False
AST-00545,late_delivery,chat,north,medium,False,False,False,True,26.84,27,False,True,False,False,False,False,27.41,15.96,True,False,True,True,False,True
AST-00546,warranty,phone,north,low,False,False,True,False,58.12,12,True,True,True,True,False,False,18.47,11.51,False,True,True,True,True,False
AST-00547,missing_refund,email,north,high,True,False,False,True,45.73,20,True,True,True,True,True,False,22.68,17.1,False,True,True,True,True,False
AST-00548,change_of_mind,phone,south,high,False,False,True,False,42.16,66,False,True,False,False,False,False,26.36,18.21,False,True,True,True,True,False
AST-00549,change_of_mind,phone,north,medium,False,False,False,True,220.01,18,False,True,False,True,False,False,25.65,16.28,True,True,True,True,False,False
AST-00550,missing_refund,chat,north,low,False,False,True,False,111.93,48,False,True,False,True,True,False,21.06,11.15,True,False,False,True,False,True
AST-00551,missing_refund,phone,north,low,False,False,False,False,31.06,16,False,True,False,False,True,False,17.76,9.54,True,True,True,True,False,False
AST-00552,change_of_mind,email,midlands,high,False,False,False,False,180.03,16,False,True,False,True,False,False,23.5,16.05,True,True,True,True,False,False
AST-00553,change_of_mind,chat,south,low,False,False,False,False,18.29,14,False,True,False,False,False,False,12.01,6.59,False,True,True,True,True,False
AST-00554,wrong_item,phone,north,medium,False,False,False,False,118.95,28,False,True,False,True,True,False,25.63,13.75,True,False,True,True,False,True
AST-00555,late_delivery,chat,midlands,low,False,False,False,False,14.3,8,False,True,False,False,False,False,12.09,6.26,True,True,True,True,False,False
AST-00556,late_delivery,email,midlands,medium,False,False,False,True,75.65,52,False,True,False,False,False,False,24.92,14.51,False,True,True,True,True,False
AST-00557,missing_refund,chat,midlands,low,True,False,False,False,26.01,18,True,True,True,True,True,False,15.66,11.12,True,True,True,True,False,False
AST-00558,wrong_item,chat,north,medium,False,False,False,False,44.47,36,False,True,False,False,True,False,17.04,10.44,False,True,False,True,True,False
AST-00559,late_delivery,phone,north,low,False,False,False,False,13.16,43,False,True,False,False,False,False,19.34,10.54,True,True,True,True,False,False
AST-00560,damaged_item,phone,north,low,False,False,False,True,10.0,27,False,True,False,False,True,False,10.35,5.92,False,True,False,True,True,False
AST-00561,change_of_mind,phone,south,medium,False,False,False,True,67.91,49,False,True,False,False,False,False,24.63,15.12,False,False,False,True,True,True
AST-00562,warranty,chat,north,low,False,False,False,False,52.33,33,True,True,True,True,False,False,12.73,7.57,True,True,True,True,False,False
AST-00563,missing_refund,phone,london,low,False,False,False,True,14.38,58,False,True,False,False,True,False,15.57,8.68,True,True,True,True,False,False
AST-00564,late_delivery,email,midlands,high,False,False,False,False,11.95,35,False,True,False,False,False,False,24.11,17.38,True,False,True,True,True,True
AST-00565,damaged_item,email,north,low,False,False,False,False,24.15,6,False,True,False,False,True,False,12.18,7.33,True,True,True,True,False,False
AST-00566,change_of_mind,chat,london,medium,False,False,True,True,52.76,25,False,True,True,True,False,False,25.01,18.02,True,False,False,True,False,True
AST-00567,late_delivery,chat,london,medium,False,False,False,True,37.73,40,False,True,False,False,False,False,22.2,12.68,False,False,True,True,True,True
AST-00568,late_delivery,chat,north,low,True,False,False,False,36.57,30,True,True,True,True,False,False,12.18,10.81,True,True,True,True,True,False
AST-00569,warranty,phone,london,low,False,True,True,False,26.7,38,True,True,True,True,False,False,16.19,10.57,True,True,False,True,False,False
AST-00570,warranty,email,midlands,low,False,False,False,False,26.93,38,True,True,True,True,False,False,13.48,9.0,True,True,True,True,False,False
AST-00571,late_delivery,email,north,medium,False,False,False,True,56.06,60,False,True,False,False,False,False,23.27,14.17,True,True,True,True,False,False
AST-00572,late_delivery,chat,london,medium,False,False,True,False,90.8,39,False,True,False,False,False,False,26.84,16.59,False,True,True,True,True,False
AST-00573,change_of_mind,email,north,medium,False,False,False,True,11.54,30,False,True,False,False,False,False,24.16,14.31,True,False,True,True,False,True
AST-00574,damaged_item,email,north,medium,False,False,False,True,25.82,40,False,True,False,False,True,False,23.0,12.4,True,False,True,True,False,True
AST-00575,change_of_mind,chat,south,low,False,False,False,False,44.55,38,False,True,False,False,False,False,16.34,9.43,False,True,True,True,True,False
AST-00576,damaged_item,email,south,low,False,False,False,False,59.71,20,False,True,False,False,True,False,11.39,6.17,True,True,True,True,False,False
AST-00577,warranty,chat,south,high,True,False,True,False,97.0,32,True,True,True,True,False,False,27.47,19.84,True,True,True,True,False,False
AST-00578,missing_refund,email,london,high,False,False,False,False,14.23,33,False,True,False,False,True,False,26.67,18.04,True,True,True,True,False,False
AST-00579,change_of_mind,phone,london,low,False,False,False,False,44.01,88,False,True,False,False,False,False,13.69,7.76,False,True,True,True,True,False
AST-00580,damaged_item,chat,north,low,False,False,False,False,24.57,27,False,True,False,False,True,False,13.24,6.9,True,True,True,True,False,False
AST-00581,late_delivery,email,london,low,False,False,False,True,12.57,36,False,True,False,False,False,False,14.24,7.99,False,True,True,True,True,False
AST-00582,wrong_item,email,south,high,False,True,False,True,24.35,7,True,True,True,True,True,False,24.89,18.24,True,False,True,True,False,True
AST-00583,change_of_mind,email,midlands,low,False,False,False,False,14.26,11,False,True,False,False,False,False,16.16,7.91,True,True,True,True,False,False
AST-00584,damaged_item,phone,south,high,False,False,True,False,24.91,32,False,True,False,False,True,False,29.43,19.36,True,True,True,True,False,False
AST-00585,late_delivery,chat,north,medium,False,False,True,False,27.58,43,False,True,False,False,False,False,16.19,10.69,True,False,True,True,False,True
AST-00586,change_of_mind,phone,midlands,low,False,False,False,False,93.29,71,False,True,False,False,False,False,13.48,7.26,False,True,True,True,True,False
AST-00587,warranty,email,london,medium,True,False,False,False,25.03,55,True,True,True,True,False,False,17.41,10.87,True,True,True,True,False,False
AST-00588,warranty,chat,midlands,low,False,False,False,True,84.43,18,True,True,True,True,False,False,18.7,12.39,False,True,True,True,True,False
AST-00589,late_delivery,chat,north,high,False,False,False,False,88.99,31,False,True,False,False,False,False,22.19,15.12,False,True,True,True,True,False
AST-00590,warranty,chat,london,high,False,False,False,True,12.2,17,True,True,True,True,False,False,26.6,20.84,False,True,True,True,True,False
AST-00591,change_of_mind,phone,london,medium,True,False,False,False,17.62,34,True,True,True,True,False,False,18.87,13.28,True,True,True,True,False,False
AST-00592,change_of_mind,chat,midlands,low,False,False,False,False,16.33,15,False,True,False,False,False,False,15.08,8.61,True,True,False,True,False,False
AST-00593,missing_refund,email,midlands,medium,False,False,False,False,12.94,31,False,True,False,False,True,False,20.35,12.71,True,True,True,True,False,False
AST-00594,change_of_mind,phone,north,medium,False,False,False,True,36.88,35,False,True,False,False,False,False,16.94,10.77,True,True,True,True,False,False
AST-00595,late_delivery,email,south,low,False,False,False,False,16.53,21,False,True,False,False,False,False,15.36,8.61,True,True,True,True,False,False
AST-00596,change_of_mind,chat,midlands,medium,False,False,False,False,83.64,36,False,True,False,False,False,False,17.15,9.96,False,True,False,True,True,False
AST-00597,change_of_mind,phone,midlands,medium,False,False,False,False,66.59,11,False,True,False,False,False,False,20.9,12.4,True,True,True,True,False,False
AST-00598,missing_refund,chat,south,high,False,False,False,True,62.98,32,False,True,False,False,True,False,23.99,14.47,False,True,True,True,True,False
AST-00599,late_delivery,phone,north,medium,False,False,True,True,86.23,31,False,True,True,True,False,False,20.66,13.29,True,False,True,True,False,True
AST-00600,warranty,phone,north,low,False,False,False,False,122.86,23,True,True,True,True,False,False,17.31,11.43,True,True,True,True,False,False
AST-00601,late_delivery,phone,north,high,False,False,False,True,33.86,42,False,True,False,False,False,False,22.27,15.25,False,True,True,True,True,False
AST-00602,late_delivery,email,london,low,False,False,False,False,43.36,3,False,True,False,False,False,False,13.44,6.59,True,False,True,True,False,True
AST-00603,late_delivery,phone,south,high,False,False,True,True,35.26,6,False,True,False,False,False,False,27.66,18.06,False,True,False,True,True,False
AST-00604,damaged_item,phone,north,high,False,False,False,False,61.82,51,False,True,False,False,True,False,22.15,14.72,False,True,True,True,True,False
AST-00605,damaged_item,chat,london,low,False,False,False,False,34.07,15,False,True,False,False,True,False,12.74,7.05,False,True,True,True,True,False
AST-00606,late_delivery,phone,north,low,False,False,False,False,44.78,14,False,True,False,False,False,False,16.2,8.97,False,True,True,True,True,False
AST-00607,change_of_mind,email,south,medium,False,False,False,False,87.55,21,False,True,False,False,False,False,17.38,11.15,False,True,True,True,True,False
AST-00608,late_delivery,email,midlands,high,False,False,False,False,97.59,16,False,True,False,False,False,False,29.35,19.45,False,False,True,True,True,True
AST-00609,wrong_item,phone,london,high,False,True,False,True,41.64,20,True,True,True,True,True,False,29.27,21.1,False,True,True,True,True,False
AST-00610,damaged_item,chat,midlands,low,True,False,False,False,40.88,31,True,True,True,True,True,False,13.59,8.93,True,True,True,True,False,False
AST-00611,damaged_item,chat,south,low,False,False,False,False,15.26,15,False,True,False,False,True,False,13.84,6.79,True,True,True,True,False,True
AST-00612,change_of_mind,chat,south,high,True,False,False,False,38.84,22,True,True,True,True,False,False,28.02,20.18,False,True,True,True,True,False
AST-00613,wrong_item,email,south,low,False,False,False,False,31.96,9,False,True,False,False,True,False,12.43,8.0,False,True,True,True,True,False
AST-00614,late_delivery,chat,london,high,False,True,False,False,176.24,7,True,True,True,True,False,False,27.52,21.05,True,False,False,True,False,True
AST-00615,wrong_item,chat,south,medium,True,False,False,True,118.14,28,True,True,True,True,True,False,20.04,14.7,True,True,True,True,False,False
AST-00616,change_of_mind,chat,midlands,low,False,False,True,False,8,31,False,True,False,False,False,False,16.21,9.63,True,True,True,True,False,False
AST-00617,wrong_item,chat,north,low,False,False,False,False,78.52,22,False,True,False,False,True,False,15.92,7.57,True,True,True,True,False,False
AST-00618,damaged_item,phone,london,low,False,False,False,True,29.63,6,False,True,False,False,True,False,16.34,8.77,False,True,True,True,True,False
AST-00619,warranty,chat,london,low,False,False,False,True,30.28,9,True,True,True,True,False,False,18.59,11.77,True,True,True,True,False,False
AST-00620,missing_refund,email,london,high,False,False,False,True,37.41,26,False,True,False,False,True,False,27.12,18.16,False,False,True,True,True,True
AST-00621,change_of_mind,email,midlands,low,False,False,False,False,61.51,46,False,True,False,False,False,False,22.63,11.54,True,True,True,True,False,False
AST-00622,damaged_item,email,south,medium,False,False,False,False,81.02,7,False,True,False,False,True,False,20.78,11.43,True,True,True,True,False,False
AST-00623,late_delivery,chat,north,low,False,False,False,False,23.86,28,False,True,False,False,False,False,10.98,5.78,True,True,True,True,False,False
AST-00624,damaged_item,chat,north,low,False,False,False,True,29.04,62,False,True,False,False,True,False,22.66,12.02,True,True,True,True,False,False
AST-00625,damaged_item,phone,south,medium,False,False,True,False,34.75,4,False,True,False,False,True,False,19.73,12.68,True,True,True,True,False,False
AST-00626,late_delivery,phone,south,low,False,False,False,False,81.79,45,False,True,False,False,False,False,17.92,9.43,True,True,True,True,False,False
AST-00627,missing_refund,phone,north,low,True,False,True,False,81.93,7,True,True,True,True,True,False,19.85,12.96,True,True,True,True,False,False
AST-00628,damaged_item,email,midlands,low,False,False,False,False,29.73,16,False,True,False,False,True,False,13.9,7.44,True,True,True,True,False,False
AST-00629,wrong_item,email,midlands,low,False,False,False,False,12.99,18,False,True,False,False,True,False,15.42,8.46,True,True,True,True,False,False
AST-00630,damaged_item,chat,london,low,False,False,False,True,90.52,57,False,True,False,False,True,False,12.42,5.62,True,False,True,True,False,True
AST-00631,change_of_mind,chat,london,low,True,False,False,True,37.06,22,True,True,True,True,False,False,14.86,9.06,True,True,True,True,False,False
AST-00632,late_delivery,chat,midlands,low,False,False,False,False,107.69,11,False,True,False,True,False,False,13.0,5.92,False,True,True,True,True,False
AST-00633,damaged_item,email,south,medium,False,False,False,True,56.26,15,False,True,False,False,True,False,23.86,14.56,False,True,True,True,True,False
AST-00634,wrong_item,email,midlands,high,True,False,False,True,26.62,79,True,True,True,True,True,False,27.19,19.51,True,True,True,True,False,False
AST-00635,change_of_mind,phone,north,high,False,False,False,True,31.9,16,False,True,True,True,False,False,25.86,19.76,False,True,True,True,True,False
AST-00636,late_delivery,chat,london,low,False,False,False,True,71.1,69,False,True,False,False,False,False,15.84,8.6,True,True,True,True,False,False
AST-00637,damaged_item,chat,north,high,False,False,True,False,28.73,38,False,True,False,False,True,False,31.5,20.6,True,False,True,True,False,True
AST-00638,change_of_mind,chat,south,medium,False,True,True,True,38.56,7,True,False,True,True,False,False,29.01,19.89,True,True,True,True,False,True
AST-00639,damaged_item,chat,london,low,False,False,False,False,29.16,19,False,True,False,False,True,False,15.52,9.56,True,True,True,True,False,False
AST-00640,wrong_item,email,north,medium,False,False,True,False,24.17,94,False,True,False,False,True,False,22.68,15.4,True,True,False,True,False,False
AST-00641,late_delivery,chat,south,high,False,False,False,True,49.65,44,False,True,False,False,False,False,22.15,14.12,False,True,True,True,True,False
AST-00642,late_delivery,chat,london,low,False,False,False,False,43.78,19,False,True,False,False,False,False,12.95,7.02,True,True,True,True,False,False
AST-00643,damaged_item,email,north,low,True,False,False,True,53.42,19,True,True,True,True,True,False,17.2,11.47,True,True,True,True,False,False
AST-00644,late_delivery,phone,london,medium,False,False,False,True,35.8,31,False,True,False,False,False,False,21.4,12.05,False,True,True,True,True,False
AST-00645,change_of_mind,phone,south,low,False,False,False,True,26.94,41,False,True,False,False,False,False,14.52,7.79,False,True,True,True,True,False
AST-00646,damaged_item,phone,midlands,medium,False,False,True,False,51.19,13,False,True,False,False,True,False,22.58,14.27,True,True,True,True,False,False
AST-00647,change_of_mind,email,north,medium,False,False,True,True,89.65,28,False,True,False,False,False,False,21.86,13.72,True,False,True,True,False,True
AST-00648,warranty,chat,london,low,True,False,False,False,11.39,5,True,True,True,True,False,False,12.06,8.49,True,True,True,True,False,False
AST-00649,damaged_item,chat,midlands,medium,False,False,False,True,52.84,9,False,True,False,False,True,False,23.82,14.21,False,True,True,True,True,False
AST-00650,change_of_mind,email,midlands,medium,False,False,False,True,43.21,11,False,True,False,False,False,False,21.0,13.7,True,True,True,True,False,False
AST-00651,change_of_mind,phone,north,high,False,False,False,True,54.47,6,False,True,True,True,False,False,29.33,22.0,False,True,True,True,True,False
AST-00652,late_delivery,chat,north,low,False,True,False,False,27.0,24,True,True,True,True,False,False,16.0,11.28,True,True,True,True,False,False
AST-00653,damaged_item,chat,north,low,False,False,False,False,13.63,35,False,True,False,False,True,False,13.27,7.01,True,False,True,True,False,True
AST-00654,missing_refund,chat,london,medium,False,False,False,False,84.64,13,False,True,False,False,True,False,16.83,9.25,True,True,True,True,False,False
AST-00655,late_delivery,email,south,medium,False,False,True,False,77.06,8,False,True,False,False,False,False,17.7,12.06,False,False,True,True,True,True
AST-00656,late_delivery,phone,midlands,low,True,False,True,False,49.55,17,True,True,True,True,False,False,21.98,15.2,True,True,True,True,False,False
AST-00657,damaged_item,phone,london,medium,False,False,False,False,34.29,6,False,True,False,False,True,False,21.64,12.83,True,True,True,True,False,False
AST-00658,warranty,email,north,low,False,False,False,False,137.68,9,True,True,True,True,False,False,14.19,10.22,True,True,True,True,False,False
AST-00659,change_of_mind,email,london,medium,True,True,True,True,23.89,41,True,True,True,True,False,False,26.29,17.02,True,True,True,True,False,False
AST-00660,wrong_item,chat,south,medium,False,False,True,False,17.42,18,False,True,False,False,True,False,24.65,16.48,True,True,True,True,False,False
AST-00661,late_delivery,email,north,low,False,False,False,False,97.17,28,False,True,False,False,False,False,15.97,8.24,True,True,True,True,False,False
AST-00662,change_of_mind,chat,north,high,False,True,True,False,59.83,42,True,True,True,True,False,False,29.56,22.45,False,False,False,True,True,True
AST-00663,wrong_item,chat,london,low,False,False,False,False,10.35,67,False,True,False,False,True,False,14.26,7.91,True,True,True,True,False,False
AST-00664,late_delivery,chat,south,high,False,False,True,True,30.35,19,False,True,False,False,False,False,24.75,17.33,False,True,False,True,True,False
AST-00665,wrong_item,chat,london,medium,False,False,False,False,62.3,33,False,False,False,False,True,False,22.41,12.99,True,True,True,True,False,False
AST-00666,late_delivery,phone,north,low,False,False,False,False,22.18,88,False,True,False,False,False,False,14.07,8.09,True,True,True,True,False,False
AST-00667,late_delivery,email,north,low,False,False,False,False,23.04,18,False,True,False,False,False,False,16.96,9.32,True,True,False,True,False,False
AST-00668,late_delivery,phone,south,low,False,False,False,False,11.21,22,False,True,False,False,False,False,12.56,7.75,True,True,False,True,False,False
AST-00669,damaged_item,email,south,medium,False,True,False,False,17.84,24,True,True,True,True,True,False,16.52,13.52,True,True,True,True,False,False
AST-00670,warranty,chat,north,high,True,False,False,False,40.94,39,True,True,True,True,False,False,21.69,17.23,False,False,True,True,True,True
AST-00671,late_delivery,phone,south,medium,True,False,True,True,48.21,9,True,True,False,False,False,False,24.11,14.4,True,True,True,True,False,False
AST-00672,change_of_mind,chat,north,low,False,False,False,True,52.84,28,False,True,True,True,False,False,17.22,11.42,True,False,True,True,False,True
AST-00673,late_delivery,email,london,low,False,False,False,False,15.93,35,False,True,False,False,False,False,17.67,9.24,True,True,False,True,False,False
AST-00674,missing_refund,chat,north,low,False,False,False,False,55.53,18,False,True,False,False,True,False,9.12,5.22,False,True,True,True,True,False
AST-00675,missing_refund,chat,midlands,low,False,False,False,False,12.87,18,False,True,False,False,True,False,10.32,7.19,True,True,True,True,False,False
AST-00676,wrong_item,chat,north,high,False,True,False,False,30.25,22,True,True,True,True,True,False,28.27,20.58,True,True,True,True,False,False
AST-00677,damaged_item,chat,midlands,low,False,False,False,False,93.72,11,False,True,False,False,True,False,21.53,12.91,False,True,True,True,True,False
AST-00678,warranty,email,midlands,medium,False,False,False,False,120.26,18,True,True,True,True,False,False,15.3,9.96,True,True,True,True,True,False
AST-00679,warranty,chat,london,low,False,False,False,True,9.76,12,True,True,True,True,False,False,18.23,11.76,True,True,True,True,False,False
AST-00680,change_of_mind,chat,north,low,False,False,False,False,16.75,18,False,True,False,False,False,False,12.02,6.8,True,True,True,False,False,False
AST-00681,damaged_item,chat,south,medium,False,False,False,False,83.19,14,False,True,False,False,True,False,19.73,13.59,False,True,True,True,True,False
AST-00682,change_of_mind,email,south,low,False,False,True,True,34.01,13,False,True,False,False,False,False,22.24,13.27,True,True,True,True,False,False
AST-00683,missing_refund,chat,north,low,False,False,False,False,14.83,27,False,True,False,False,True,False,17.23,9.84,False,True,True,True,True,False
AST-00684,warranty,chat,south,high,False,False,True,True,18.92,24,True,True,True,True,False,False,26.64,19.92,False,False,True,True,True,True
AST-00685,change_of_mind,email,north,medium,False,True,False,True,25.68,29,True,True,True,True,False,False,21.96,14.7,True,False,False,True,False,True
AST-00686,warranty,email,north,low,True,False,False,False,75.54,29,True,True,True,True,False,False,11.84,9.98,True,True,True,False,False,False
AST-00687,missing_refund,email,london,medium,False,False,False,True,8,31,False,True,False,False,True,False,27.39,16.77,False,True,True,True,True,False
AST-00688,missing_refund,phone,south,medium,False,False,False,True,42.36,5,False,True,False,False,True,False,25.72,15.75,True,True,True,True,False,False
AST-00689,warranty,chat,north,medium,False,False,False,False,9.89,15,True,True,True,True,False,False,27.8,20.4,True,True,True,True,False,False
AST-00690,wrong_item,phone,south,low,False,False,True,False,102.8,13,False,True,False,True,True,False,18.3,9.57,True,True,True,True,False,False
AST-00691,wrong_item,email,north,low,False,False,False,False,67.85,68,False,True,False,False,True,False,12.27,7.76,True,True,False,True,False,False
AST-00692,change_of_mind,chat,south,low,False,False,False,True,34.08,2,False,True,False,False,False,False,14.16,7.15,True,False,False,True,False,True
AST-00693,damaged_item,phone,north,low,False,False,False,False,39.31,24,False,True,False,False,True,False,9.07,5.55,True,True,True,True,False,False
AST-00694,wrong_item,email,london,low,False,False,False,False,84.1,40,False,True,False,False,True,False,13.38,7.26,True,True,False,True,False,False
AST-00695,missing_refund,email,south,high,True,False,False,True,15.31,6,True,True,True,True,True,False,25.97,18.75,False,True,True,True,True,False
AST-00696,warranty,chat,north,medium,False,True,False,False,26.5,20,True,True,True,True,False,False,19.58,13.7,True,True,True,True,False,False
AST-00697,damaged_item,chat,london,medium,False,False,False,True,18.47,31,False,True,True,True,True,False,17.65,12.1,True,True,False,True,False,False
AST-00698,change_of_mind,chat,north,medium,False,False,False,False,24.83,14,False,True,False,False,False,False,19.72,12.06,True,True,True,False,False,False
AST-00699,wrong_item,email,midlands,medium,False,False,False,False,167.54,41,False,True,False,True,True,False,22.82,14.24,False,True,True,True,True,False
AST-00700,late_delivery,chat,north,medium,False,True,False,True,33.62,3,True,True,True,True,False,False,18.53,12.97,False,True,True,True,True,False
AST-00701,wrong_item,chat,north,medium,False,False,False,False,94.55,9,False,True,False,False,True,False,15.81,9.24,True,True,False,True,False,False
AST-00702,late_delivery,chat,north,low,False,False,False,False,45.71,33,False,True,False,False,False,False,17.35,8.46,True,True,True,True,True,False
AST-00703,change_of_mind,email,london,low,False,False,False,False,27.12,25,False,True,False,False,False,False,14.73,7.74,True,True,True,True,False,False
AST-00704,damaged_item,email,south,medium,False,False,False,True,28.93,66,False,True,False,False,True,False,22.45,11.9,True,True,True,True,False,False
AST-00705,late_delivery,email,north,medium,False,False,False,False,38.19,8,False,True,False,False,False,False,27.6,17.5,True,True,False,True,False,False
AST-00706,change_of_mind,phone,london,low,True,False,False,False,50.49,57,True,True,True,True,False,False,13.24,9.61,True,True,True,True,False,False
AST-00707,wrong_item,chat,london,low,False,False,False,False,90.54,34,False,True,False,False,True,False,14.17,6.77,True,True,True,True,False,False
AST-00708,late_delivery,email,midlands,low,False,False,True,False,26.95,55,False,False,False,False,False,False,18.49,11.04,False,True,True,True,True,False
AST-00709,change_of_mind,phone,london,low,False,False,False,False,23.88,47,False,True,False,False,False,False,13.29,6.64,False,True,True,True,True,False
AST-00710,wrong_item,chat,london,low,False,False,False,False,41.79,54,False,True,False,False,True,False,17.2,10.32,False,True,True,True,True,False
AST-00711,missing_refund,email,north,low,False,False,False,True,42.22,35,False,True,False,False,True,False,18.99,11.04,True,True,True,True,False,False
AST-00712,late_delivery,phone,north,low,False,False,False,False,21.48,19,False,True,False,False,False,False,15.24,7.2,True,True,True,True,False,False
AST-00713,change_of_mind,email,south,low,False,False,True,False,33.32,28,False,True,False,False,False,False,17.12,8.57,False,False,True,False,True,True
AST-00714,late_delivery,phone,north,low,False,False,False,False,51.68,29,False,True,False,False,False,False,13.74,7.75,True,True,True,True,False,False
AST-00715,change_of_mind,chat,north,medium,False,False,True,False,42.1,17,False,True,False,False,False,False,22.15,15.53,True,True,False,False,False,False
AST-00716,damaged_item,phone,south,low,False,False,False,False,89.58,24,False,True,False,False,True,False,14.11,7.44,True,True,True,True,False,False
AST-00717,missing_refund,email,south,low,False,False,False,False,33.01,31,False,True,False,False,True,False,11.47,5.87,True,True,True,True,False,False
AST-00718,wrong_item,email,midlands,low,False,False,False,False,32.94,26,False,True,False,False,True,False,9.47,5.04,False,False,True,True,True,True
AST-00719,change_of_mind,email,south,low,False,False,False,False,16.6,4,False,True,False,False,False,False,20.18,9.79,True,True,True,True,False,False
AST-00720,wrong_item,chat,south,medium,False,False,True,True,102.03,22,False,True,False,True,True,False,25.63,15.23,True,True,True,True,False,False
AST-00721,warranty,email,london,high,False,False,True,False,157.48,13,True,True,True,True,False,False,29.27,21.46,False,False,True,True,True,True
AST-00722,late_delivery,phone,london,low,False,False,False,False,13.75,28,False,True,False,False,False,False,15.59,9.05,True,True,True,True,False,False
AST-00723,warranty,chat,midlands,low,False,False,False,True,151.8,25,True,True,True,True,False,False,19.68,12.48,True,True,True,True,False,False
